student_id,email_address,first_name,last_name,courses,grade,marks
81,student81@example.edu,FN81,LN81,C101,B,64
82,student82@example.edu,FN82,LN82,C101,B,50
83,student83@example.edu,FN83,LN83,C101,B,75
84,student84@example.edu,FN84,LN84,C101,B,4
85,student85@example.edu,FN85,LN85,C101,B,61
86,student86@example.edu,FN86,LN86,C101,B,31
87,student87@example.edu,FN87,LN87,C101,A,95
88,student88@example.edu,FN88,LN88,C101,B,51
89,student89@example.edu,FN89,LN89,C101,B,53
90,student90@example.edu,FN90,LN90,C101,B,85
91,student91@example.edu,FN91,LN91,C101,B,22
92,student92@example.edu,FN92,LN92,C101,B,46
93,student93@example.edu,FN93,LN93,C101,B,70
94,student94@example.edu,FN94,LN94,C101,B,89
95,student95@example.edu,FN95,LN95,C101,A,99
96,student96@example.edu,FN96,LN96,C101,B,86
97,student97@example.edu,FN97,LN97,C101,A,94
98,student98@example.edu,FN98,LN98,C101,B,47
99,student99@example.edu,FN99,LN99,C101,B,11
100,student100@example.edu,FN100,LN100,C101,B,56
101,student101@example.edu,FN101,LN101,C101,B,84
102,student102@example.edu,FN102,LN102,C101,B,65
103,student103@example.edu,FN103,LN103,C101,B,13
104,student104@example.edu,FN104,LN104,C101,A,99
105,student105@example.edu,FN105,LN105,C101,B,20
106,student106@example.edu,FN106,LN106,C101,B,66
107,student107@example.edu,FN107,LN107,C101,B,50
108,student108@example.edu,FN108,LN108,C101,B,47
109,student109@example.edu,FN109,LN109,C101,B,62
110,student110@example.edu,FN110,LN110,C101,A,93
111,student111@example.edu,FN111,LN111,C101,B,3
112,student112@example.edu,FN112,LN112,C101,B,60
113,student113@example.edu,FN113,LN113,C101,B,5
114,student114@example.edu,FN114,LN114,C101,B,39
115,student115@example.edu,FN115,LN115,C101,B,90
116,student116@example.edu,FN116,LN116,C101,B,78
117,student117@example.edu,FN117,LN117,C101,B,75
118,student118@example.edu,FN118,LN118,C101,B,74
119,student119@example.edu,FN119,LN119,C101,B,50
120,student120@example.edu,FN120,LN120,C101,B,82
121,student121@example.edu,FN121,LN121,C101,B,21
122,student122@example.edu,FN122,LN122,C101,B,21
123,student123@example.edu,FN123,LN123,C101,B,64
124,student124@example.edu,FN124,LN124,C101,B,29
125,student125@example.edu,FN125,LN125,C101,B,1
126,student126@example.edu,FN126,LN126,C101,A,98
127,student127@example.edu,FN127,LN127,C101,B,25
128,student128@example.edu,FN128,LN128,C101,B,69
129,student129@example.edu,FN129,LN129,C101,B,70
130,student130@example.edu,FN130,LN130,C101,B,29
131,student131@example.edu,FN131,LN131,C101,B,51
132,student132@example.edu,FN132,LN132,C101,B,65
133,student133@example.edu,FN133,LN133,C101,B,44
134,student134@example.edu,FN134,LN134,C101,B,73
135,student135@example.edu,FN135,LN135,C101,B,45
136,student136@example.edu,FN136,LN136,C101,B,58
137,student137@example.edu,FN137,LN137,C101,B,34
138,student138@example.edu,FN138,LN138,C101,B,84
139,student139@example.edu,FN139,LN139,C101,B,70
140,student140@example.edu,FN140,LN140,C101,B,77
141,student141@example.edu,FN141,LN141,C101,A,93
142,student142@example.edu,FN142,LN142,C101,B,0
143,student143@example.edu,FN143,LN143,C101,B,49
144,student144@example.edu,FN144,LN144,C101,A,100
145,student145@example.edu,FN145,LN145,C101,A,94
146,student146@example.edu,FN146,LN146,C101,B,65
147,student147@example.edu,FN147,LN147,C101,B,16
148,student148@example.edu,FN148,LN148,C101,B,66
149,student149@example.edu,FN149,LN149,C101,A,99
150,student150@example.edu,FN150,LN150,C101,B,71
151,student151@example.edu,FN151,LN151,C101,B,26
152,student152@example.edu,FN152,LN152,C101,B,54
153,student153@example.edu,FN153,LN153,C101,B,7
154,student154@example.edu,FN154,LN154,C101,B,61
155,student155@example.edu,FN155,LN155,C101,B,46
156,student156@example.edu,FN156,LN156,C101,B,72
157,student157@example.edu,FN157,LN157,C101,B,70
158,student158@example.edu,FN158,LN158,C101,B,25
159,student159@example.edu,FN159,LN159,C101,B,64
160,student160@example.edu,FN160,LN160,C101,B,52
161,student161@example.edu,FN161,LN161,C101,B,62
162,student162@example.edu,FN162,LN162,C101,B,45
163,student163@example.edu,FN163,LN163,C101,B,53
164,student164@example.edu,FN164,LN164,C101,B,44
165,student165@example.edu,FN165,LN165,C101,B,0
166,student166@example.edu,FN166,LN166,C101,B,68
167,student167@example.edu,FN167,LN167,C101,B,69
168,student168@example.edu,FN168,LN168,C101,B,79
169,student169@example.edu,FN169,LN169,C101,A,100
170,student170@example.edu,FN170,LN170,C101,B,78
171,student171@example.edu,FN171,LN171,C101,B,42
172,student172@example.edu,FN172,LN172,C101,B,58
173,student173@example.edu,FN173,LN173,C101,B,76
174,student174@example.edu,FN174,LN174,C101,B,3
175,student175@example.edu,FN175,LN175,C101,B,29
176,student176@example.edu,FN176,LN176,C101,B,81
177,student177@example.edu,FN177,LN177,C101,B,22
178,student178@example.edu,FN178,LN178,C101,B,70
179,student179@example.edu,FN179,LN179,C101,B,74
180,student180@example.edu,FN180,LN180,C101,B,23
181,student181@example.edu,FN181,LN181,C101,B,11
182,student182@example.edu,FN182,LN182,C101,B,70
183,student183@example.edu,FN183,LN183,C101,B,32
184,student184@example.edu,FN184,LN184,C101,B,4
185,student185@example.edu,FN185,LN185,C101,B,86
186,student186@example.edu,FN186,LN186,C101,B,9
187,student187@example.edu,FN187,LN187,C101,B,10
188,student188@example.edu,FN188,LN188,C101,B,2
189,student189@example.edu,FN189,LN189,C101,B,57
190,student190@example.edu,FN190,LN190,C101,B,1
191,student191@example.edu,FN191,LN191,C101,A,96
192,student192@example.edu,FN192,LN192,C101,A,96
193,student193@example.edu,FN193,LN193,C101,B,35
194,student194@example.edu,FN194,LN194,C101,B,31
195,student195@example.edu,FN195,LN195,C101,B,34
196,student196@example.edu,FN196,LN196,C101,B,14
197,student197@example.edu,FN197,LN197,C101,B,79
198,student198@example.edu,FN198,LN198,C101,B,23
199,student199@example.edu,FN199,LN199,C101,B,44
200,student200@example.edu,FN200,LN200,C101,B,37
201,student201@example.edu,FN201,LN201,C101,B,8
202,student202@example.edu,FN202,LN202,C101,B,21
203,student203@example.edu,FN203,LN203,C101,B,20
204,student204@example.edu,FN204,LN204,C101,B,32
205,student205@example.edu,FN205,LN205,C101,B,67
206,student206@example.edu,FN206,LN206,C101,B,21
207,student207@example.edu,FN207,LN207,C101,B,84
208,student208@example.edu,FN208,LN208,C101,B,34
209,student209@example.edu,FN209,LN209,C101,B,82
210,student210@example.edu,FN210,LN210,C101,A,91
211,student211@example.edu,FN211,LN211,C101,B,37
212,student212@example.edu,FN212,LN212,C101,B,58
213,student213@example.edu,FN213,LN213,C101,B,89
214,student214@example.edu,FN214,LN214,C101,B,41
215,student215@example.edu,FN215,LN215,C101,B,63
216,student216@example.edu,FN216,LN216,C101,B,60
217,student217@example.edu,FN217,LN217,C101,B,14
218,student218@example.edu,FN218,LN218,C101,B,3
219,student219@example.edu,FN219,LN219,C101,B,39
220,student220@example.edu,FN220,LN220,C101,B,49
221,student221@example.edu,FN221,LN221,C101,B,43
222,student222@example.edu,FN222,LN222,C101,B,53
223,student223@example.edu,FN223,LN223,C101,B,24
224,student224@example.edu,FN224,LN224,C101,B,33
225,student225@example.edu,FN225,LN225,C101,B,13
226,student226@example.edu,FN226,LN226,C101,B,32
227,student227@example.edu,FN227,LN227,C101,A,93
228,student228@example.edu,FN228,LN228,C101,B,65
229,student229@example.edu,FN229,LN229,C101,B,26
230,student230@example.edu,FN230,LN230,C101,B,77
231,student231@example.edu,FN231,LN231,C101,B,55
232,student232@example.edu,FN232,LN232,C101,B,2
233,student233@example.edu,FN233,LN233,C101,B,28
234,student234@example.edu,FN234,LN234,C101,B,2
235,student235@example.edu,FN235,LN235,C101,B,50
236,student236@example.edu,FN236,LN236,C101,B,18
237,student237@example.edu,FN237,LN237,C101,B,4
238,student238@example.edu,FN238,LN238,C101,A,92
239,student239@example.edu,FN239,LN239,C101,B,20
240,student240@example.edu,FN240,LN240,C101,B,57
241,student241@example.edu,FN241,LN241,C101,B,90
242,student242@example.edu,FN242,LN242,C101,B,64
243,student243@example.edu,FN243,LN243,C101,B,86
244,student244@example.edu,FN244,LN244,C101,B,54
245,student245@example.edu,FN245,LN245,C101,B,69
246,student246@example.edu,FN246,LN246,C101,B,28
247,student247@example.edu,FN247,LN247,C101,B,80
248,student248@example.edu,FN248,LN248,C101,B,88
249,student249@example.edu,FN249,LN249,C101,B,66
250,updated250@example.edu,NEW250,LNEW250,C102,A,99
251,student251@example.edu,FN251,LN251,C101,B,28
252,student252@example.edu,FN252,LN252,C101,B,67
253,student253@example.edu,FN253,LN253,C101,B,83
254,student254@example.edu,FN254,LN254,C101,B,3
255,student255@example.edu,FN255,LN255,C101,B,50
256,student256@example.edu,FN256,LN256,C101,B,86
257,student257@example.edu,FN257,LN257,C101,B,73
258,student258@example.edu,FN258,LN258,C101,B,41
259,student259@example.edu,FN259,LN259,C101,B,84
260,student260@example.edu,FN260,LN260,C101,B,80
261,student261@example.edu,FN261,LN261,C101,B,54
262,student262@example.edu,FN262,LN262,C101,B,7
263,student263@example.edu,FN263,LN263,C101,A,94
264,student264@example.edu,FN264,LN264,C101,B,38
265,student265@example.edu,FN265,LN265,C101,B,16
266,student266@example.edu,FN266,LN266,C101,B,27
267,student267@example.edu,FN267,LN267,C101,B,6
268,student268@example.edu,FN268,LN268,C101,B,39
269,student269@example.edu,FN269,LN269,C101,B,9
270,student270@example.edu,FN270,LN270,C101,B,9
271,student271@example.edu,FN271,LN271,C101,B,39
272,student272@example.edu,FN272,LN272,C101,B,38
273,student273@example.edu,FN273,LN273,C101,A,95
274,student274@example.edu,FN274,LN274,C101,B,20
275,student275@example.edu,FN275,LN275,C101,B,53
276,student276@example.edu,FN276,LN276,C101,B,72
277,student277@example.edu,FN277,LN277,C101,B,32
278,student278@example.edu,FN278,LN278,C101,B,16
279,student279@example.edu,FN279,LN279,C101,B,1
280,student280@example.edu,FN280,LN280,C101,B,71
281,student281@example.edu,FN281,LN281,C101,B,4
282,student282@example.edu,FN282,LN282,C101,B,75
283,student283@example.edu,FN283,LN283,C101,B,27
284,student284@example.edu,FN284,LN284,C101,B,72
285,student285@example.edu,FN285,LN285,C101,B,58
286,student286@example.edu,FN286,LN286,C101,B,21
287,student287@example.edu,FN287,LN287,C101,A,99
288,student288@example.edu,FN288,LN288,C101,B,90
289,student289@example.edu,FN289,LN289,C101,B,79
290,student290@example.edu,FN290,LN290,C101,B,65
291,student291@example.edu,FN291,LN291,C101,B,4
292,student292@example.edu,FN292,LN292,C101,B,48
293,student293@example.edu,FN293,LN293,C101,B,25
294,student294@example.edu,FN294,LN294,C101,B,44
295,student295@example.edu,FN295,LN295,C101,B,12
296,student296@example.edu,FN296,LN296,C101,B,26
297,student297@example.edu,FN297,LN297,C101,B,73
298,student298@example.edu,FN298,LN298,C101,B,86
299,student299@example.edu,FN299,LN299,C101,B,55
300,student300@example.edu,FN300,LN300,C101,B,75
301,student301@example.edu,FN301,LN301,C101,B,24
302,student302@example.edu,FN302,LN302,C101,B,63
303,student303@example.edu,FN303,LN303,C101,B,13
304,student304@example.edu,FN304,LN304,C101,B,85
305,student305@example.edu,FN305,LN305,C101,B,49
306,student306@example.edu,FN306,LN306,C101,B,37
307,student307@example.edu,FN307,LN307,C101,B,64
308,student308@example.edu,FN308,LN308,C101,B,63
309,student309@example.edu,FN309,LN309,C101,B,2
310,student310@example.edu,FN310,LN310,C101,B,41
311,student311@example.edu,FN311,LN311,C101,B,78
312,student312@example.edu,FN312,LN312,C101,B,51
313,student313@example.edu,FN313,LN313,C101,B,36
314,student314@example.edu,FN314,LN314,C101,B,2
315,student315@example.edu,FN315,LN315,C101,B,20
316,student316@example.edu,FN316,LN316,C101,B,25
317,student317@example.edu,FN317,LN317,C101,B,41
318,student318@example.edu,FN318,LN318,C101,B,72
319,student319@example.edu,FN319,LN319,C101,A,100
320,student320@example.edu,FN320,LN320,C101,B,17
321,student321@example.edu,FN321,LN321,C101,B,43
322,student322@example.edu,FN322,LN322,C101,B,54
323,student323@example.edu,FN323,LN323,C101,B,27
324,student324@example.edu,FN324,LN324,C101,B,34
325,student325@example.edu,FN325,LN325,C101,B,86
326,student326@example.edu,FN326,LN326,C101,B,12
327,student327@example.edu,FN327,LN327,C101,B,48
328,student328@example.edu,FN328,LN328,C101,B,70
329,student329@example.edu,FN329,LN329,C101,B,44
330,student330@example.edu,FN330,LN330,C101,B,87
331,student331@example.edu,FN331,LN331,C101,B,68
332,student332@example.edu,FN332,LN332,C101,B,62
333,student333@example.edu,FN333,LN333,C101,A,98
334,student334@example.edu,FN334,LN334,C101,B,68
335,student335@example.edu,FN335,LN335,C101,B,30
336,student336@example.edu,FN336,LN336,C101,B,8
337,student337@example.edu,FN337,LN337,C101,A,92
338,student338@example.edu,FN338,LN338,C101,B,5
339,student339@example.edu,FN339,LN339,C101,B,10
340,student340@example.edu,FN340,LN340,C101,B,17
341,student341@example.edu,FN341,LN341,C101,B,21
342,student342@example.edu,FN342,LN342,C101,B,21
343,student343@example.edu,FN343,LN343,C101,B,68
344,student344@example.edu,FN344,LN344,C101,B,27
345,student345@example.edu,FN345,LN345,C101,B,34
346,student346@example.edu,FN346,LN346,C101,A,97
347,student347@example.edu,FN347,LN347,C101,B,42
348,student348@example.edu,FN348,LN348,C101,B,76
349,student349@example.edu,FN349,LN349,C101,B,64
350,student350@example.edu,FN350,LN350,C101,B,32
351,student351@example.edu,FN351,LN351,C101,B,47
352,student352@example.edu,FN352,LN352,C101,B,43
353,student353@example.edu,FN353,LN353,C101,B,43
354,student354@example.edu,FN354,LN354,C101,B,14
355,student355@example.edu,FN355,LN355,C101,B,37
356,student356@example.edu,FN356,LN356,C101,B,30
357,student357@example.edu,FN357,LN357,C101,B,77
358,student358@example.edu,FN358,LN358,C101,A,99
359,student359@example.edu,FN359,LN359,C101,A,91
360,student360@example.edu,FN360,LN360,C101,B,62
361,student361@example.edu,FN361,LN361,C101,B,17
362,student362@example.edu,FN362,LN362,C101,B,74
363,student363@example.edu,FN363,LN363,C101,B,70
364,student364@example.edu,FN364,LN364,C101,A,98
365,student365@example.edu,FN365,LN365,C101,B,13
366,student366@example.edu,FN366,LN366,C101,B,41
367,student367@example.edu,FN367,LN367,C101,B,5
368,student368@example.edu,FN368,LN368,C101,B,52
369,student369@example.edu,FN369,LN369,C101,B,9
370,student370@example.edu,FN370,LN370,C101,B,48
371,student371@example.edu,FN371,LN371,C101,A,100
372,student372@example.edu,FN372,LN372,C101,B,18
373,student373@example.edu,FN373,LN373,C101,B,16
374,student374@example.edu,FN374,LN374,C101,B,43
375,student375@example.edu,FN375,LN375,C101,B,14
376,student376@example.edu,FN376,LN376,C101,B,78
377,student377@example.edu,FN377,LN377,C101,B,75
378,student378@example.edu,FN378,LN378,C101,A,100
379,student379@example.edu,FN379,LN379,C101,B,48
380,student380@example.edu,FN380,LN380,C101,B,9
381,student381@example.edu,FN381,LN381,C101,B,73
382,student382@example.edu,FN382,LN382,C101,B,70
383,student383@example.edu,FN383,LN383,C101,B,28
384,student384@example.edu,FN384,LN384,C101,B,72
385,student385@example.edu,FN385,LN385,C101,B,10
386,student386@example.edu,FN386,LN386,C101,B,34
387,student387@example.edu,FN387,LN387,C101,B,46
388,student388@example.edu,FN388,LN388,C101,B,37
389,student389@example.edu,FN389,LN389,C101,B,72
390,student390@example.edu,FN390,LN390,C101,B,68
391,student391@example.edu,FN391,LN391,C101,B,14
392,student392@example.edu,FN392,LN392,C101,B,58
393,student393@example.edu,FN393,LN393,C101,B,35
394,student394@example.edu,FN394,LN394,C101,B,13
395,student395@example.edu,FN395,LN395,C101,A,100
396,student396@example.edu,FN396,LN396,C101,B,5
397,student397@example.edu,FN397,LN397,C101,B,37
398,student398@example.edu,FN398,LN398,C101,B,1
399,student399@example.edu,FN399,LN399,C101,B,78
400,student400@example.edu,FN400,LN400,C101,B,85
401,student401@example.edu,FN401,LN401,C101,B,1
402,student402@example.edu,FN402,LN402,C101,B,11
403,student403@example.edu,FN403,LN403,C101,B,52
404,student404@example.edu,FN404,LN404,C101,B,14
405,student405@example.edu,FN405,LN405,C101,B,5
406,student406@example.edu,FN406,LN406,C101,B,24
407,student407@example.edu,FN407,LN407,C101,B,30
408,student408@example.edu,FN408,LN408,C101,A,100
409,student409@example.edu,FN409,LN409,C101,B,75
410,student410@example.edu,FN410,LN410,C101,B,53
411,student411@example.edu,FN411,LN411,C101,B,20
412,student412@example.edu,FN412,LN412,C101,B,14
413,student413@example.edu,FN413,LN413,C101,B,57
414,student414@example.edu,FN414,LN414,C101,B,21
415,student415@example.edu,FN415,LN415,C101,B,87
416,student416@example.edu,FN416,LN416,C101,B,30
417,student417@example.edu,FN417,LN417,C101,B,20
418,student418@example.edu,FN418,LN418,C101,A,95
419,student419@example.edu,FN419,LN419,C101,B,13
420,student420@example.edu,FN420,LN420,C101,B,55
421,student421@example.edu,FN421,LN421,C101,B,48
422,student422@example.edu,FN422,LN422,C101,B,69
423,student423@example.edu,FN423,LN423,C101,B,37
424,student424@example.edu,FN424,LN424,C101,B,70
425,student425@example.edu,FN425,LN425,C101,B,32
426,student426@example.edu,FN426,LN426,C101,A,91
427,student427@example.edu,FN427,LN427,C101,B,61
428,student428@example.edu,FN428,LN428,C101,B,40
429,student429@example.edu,FN429,LN429,C101,B,12
430,student430@example.edu,FN430,LN430,C101,B,26
431,student431@example.edu,FN431,LN431,C101,B,83
432,student432@example.edu,FN432,LN432,C101,B,40
433,student433@example.edu,FN433,LN433,C101,B,5
434,student434@example.edu,FN434,LN434,C101,B,3
435,student435@example.edu,FN435,LN435,C101,B,1
436,student436@example.edu,FN436,LN436,C101,A,100
437,student437@example.edu,FN437,LN437,C101,B,37
438,student438@example.edu,FN438,LN438,C101,A,92
439,student439@example.edu,FN439,LN439,C101,B,76
440,student440@example.edu,FN440,LN440,C101,B,40
441,student441@example.edu,FN441,LN441,C101,B,57
442,student442@example.edu,FN442,LN442,C101,B,50
443,student443@example.edu,FN443,LN443,C101,B,40
444,student444@example.edu,FN444,LN444,C101,B,51
445,student445@example.edu,FN445,LN445,C101,B,8
446,student446@example.edu,FN446,LN446,C101,B,8
447,student447@example.edu,FN447,LN447,C101,B,40
448,student448@example.edu,FN448,LN448,C101,B,76
449,student449@example.edu,FN449,LN449,C101,B,58
450,student450@example.edu,FN450,LN450,C101,B,14
451,student451@example.edu,FN451,LN451,C101,B,32
452,student452@example.edu,FN452,LN452,C101,B,27
453,student453@example.edu,FN453,LN453,C101,A,100
454,student454@example.edu,FN454,LN454,C101,B,79
455,student455@example.edu,FN455,LN455,C101,A,99
456,student456@example.edu,FN456,LN456,C101,B,69
457,student457@example.edu,FN457,LN457,C101,B,88
458,student458@example.edu,FN458,LN458,C101,B,60
459,student459@example.edu,FN459,LN459,C101,B,84
460,student460@example.edu,FN460,LN460,C101,B,45
461,student461@example.edu,FN461,LN461,C101,B,33
462,student462@example.edu,FN462,LN462,C101,B,23
463,student463@example.edu,FN463,LN463,C101,B,69
464,student464@example.edu,FN464,LN464,C101,B,26
465,student465@example.edu,FN465,LN465,C101,B,39
466,student466@example.edu,FN466,LN466,C101,B,25
467,student467@example.edu,FN467,LN467,C101,B,31
468,student468@example.edu,FN468,LN468,C101,B,46
469,student469@example.edu,FN469,LN469,C101,B,10
470,student470@example.edu,FN470,LN470,C101,B,35
471,student471@example.edu,FN471,LN471,C101,B,11
472,student472@example.edu,FN472,LN472,C101,A,96
473,student473@example.edu,FN473,LN473,C101,B,57
474,student474@example.edu,FN474,LN474,C101,B,11
475,student475@example.edu,FN475,LN475,C101,B,83
476,student476@example.edu,FN476,LN476,C101,B,73
477,student477@example.edu,FN477,LN477,C101,B,82
478,student478@example.edu,FN478,LN478,C101,B,43
479,student479@example.edu,FN479,LN479,C101,B,29
480,student480@example.edu,FN480,LN480,C101,B,49
481,student481@example.edu,FN481,LN481,C101,B,39
482,student482@example.edu,FN482,LN482,C101,B,5
483,student483@example.edu,FN483,LN483,C101,B,41
484,student484@example.edu,FN484,LN484,C101,B,23
485,student485@example.edu,FN485,LN485,C101,B,40
486,student486@example.edu,FN486,LN486,C101,B,74
487,student487@example.edu,FN487,LN487,C101,B,38
488,student488@example.edu,FN488,LN488,C101,B,31
489,student489@example.edu,FN489,LN489,C101,B,42
490,student490@example.edu,FN490,LN490,C101,B,12
491,student491@example.edu,FN491,LN491,C101,B,69
492,student492@example.edu,FN492,LN492,C101,B,78
493,student493@example.edu,FN493,LN493,C101,B,74
494,student494@example.edu,FN494,LN494,C101,B,76
495,student495@example.edu,FN495,LN495,C101,B,11
496,student496@example.edu,FN496,LN496,C101,B,31
497,student497@example.edu,FN497,LN497,C101,B,28
498,student498@example.edu,FN498,LN498,C101,B,2
499,student499@example.edu,FN499,LN499,C101,B,31
500,updated500@example.edu,NEW500,LNEW500,C102,A,99
501,student501@example.edu,FN501,LN501,C101,B,9
502,student502@example.edu,FN502,LN502,C101,B,34
503,student503@example.edu,FN503,LN503,C101,B,70
504,student504@example.edu,FN504,LN504,C101,B,9
505,student505@example.edu,FN505,LN505,C101,A,93
506,student506@example.edu,FN506,LN506,C101,B,9
507,student507@example.edu,FN507,LN507,C101,B,2
508,student508@example.edu,FN508,LN508,C101,B,81
509,student509@example.edu,FN509,LN509,C101,B,1
510,student510@example.edu,FN510,LN510,C101,B,37
511,student511@example.edu,FN511,LN511,C101,A,96
512,student512@example.edu,FN512,LN512,C101,B,45
513,student513@example.edu,FN513,LN513,C101,B,63
514,student514@example.edu,FN514,LN514,C101,B,60
515,student515@example.edu,FN515,LN515,C101,B,19
516,student516@example.edu,FN516,LN516,C101,B,12
517,student517@example.edu,FN517,LN517,C101,B,64
518,student518@example.edu,FN518,LN518,C101,A,99
519,student519@example.edu,FN519,LN519,C101,B,41
520,student520@example.edu,FN520,LN520,C101,B,9
521,student521@example.edu,FN521,LN521,C101,B,65
522,student522@example.edu,FN522,LN522,C101,B,85
523,student523@example.edu,FN523,LN523,C101,B,22
524,student524@example.edu,FN524,LN524,C101,B,22
525,student525@example.edu,FN525,LN525,C101,A,99
526,student526@example.edu,FN526,LN526,C101,B,19
527,student527@example.edu,FN527,LN527,C101,B,18
528,student528@example.edu,FN528,LN528,C101,B,40
529,student529@example.edu,FN529,LN529,C101,B,39
530,student530@example.edu,FN530,LN530,C101,B,13
531,student531@example.edu,FN531,LN531,C101,B,90
532,student532@example.edu,FN532,LN532,C101,B,65
533,student533@example.edu,FN533,LN533,C101,B,77
534,student534@example.edu,FN534,LN534,C101,B,37
535,student535@example.edu,FN535,LN535,C101,B,16
536,student536@example.edu,FN536,LN536,C101,B,26
537,student537@example.edu,FN537,LN537,C101,B,18
538,student538@example.edu,FN538,LN538,C101,B,69
539,student539@example.edu,FN539,LN539,C101,A,92
540,student540@example.edu,FN540,LN540,C101,B,4
541,student541@example.edu,FN541,LN541,C101,A,99
542,student542@example.edu,FN542,LN542,C101,B,40
543,student543@example.edu,FN543,LN543,C101,B,79
544,student544@example.edu,FN544,LN544,C101,B,86
545,student545@example.edu,FN545,LN545,C101,B,70
546,student546@example.edu,FN546,LN546,C101,A,95
547,student547@example.edu,FN547,LN547,C101,B,88
548,student548@example.edu,FN548,LN548,C101,B,26
549,student549@example.edu,FN549,LN549,C101,B,22
550,student550@example.edu,FN550,LN550,C101,B,38
551,student551@example.edu,FN551,LN551,C101,B,55
552,student552@example.edu,FN552,LN552,C101,B,68
553,student553@example.edu,FN553,LN553,C101,B,20
554,student554@example.edu,FN554,LN554,C101,B,6
555,student555@example.edu,FN555,LN555,C101,A,91
556,student556@example.edu,FN556,LN556,C101,B,85
557,student557@example.edu,FN557,LN557,C101,B,31
558,student558@example.edu,FN558,LN558,C101,B,32
559,student559@example.edu,FN559,LN559,C101,A,99
560,student560@example.edu,FN560,LN560,C101,B,8
561,student561@example.edu,FN561,LN561,C101,B,87
562,student562@example.edu,FN562,LN562,C101,B,57
